lst,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0
0,4.982,5.589,6.058,6.319,6.363,6.977,7.253,7.746,7.831,8.446,8.477,9.029,9.094,9.57,9.792,10.121,10.57,10.889,11.3,11.573,11.665,11.924,12.184,12.311,12.822,13.008,13.392,13.592,13.676,13.765,14.075,14.065,13.936,14.886,14.367,13.901,14.326,14.172,14.088,14.424,13.715,13.508,12.578,12.639,12.028,11.289,10.592,9.892,8.628,7.764,6.532
1,4.7,5.295,5.714,6.013,6.342,6.658,6.805,6.982,7.424,7.55,8.187,8.37,8.734,8.965,9.199,9.665,9.985,10.111,10.455,10.682,11.039,10.804,11.471,11.466,11.835,11.769,11.886,12.361,12.599,12.8,12.436,12.945,12.805,13.092,13.468,12.636,12.95,12.859,12.797,12.455,11.894,12.333,12.059,11.436,10.729,10.479,9.689,8.866,7.936,7.054,6.194
2,4.749,5.215,5.737,5.887,6.092,6.431,6.758,7.013,7.366,7.307,7.914,8.319,8.393,8.967,9.12,9.122,9.793,10.091,10.048,10.316,10.534,10.863,10.896,11.258,11.376,11.593,11.796,11.821,12.273,12.102,12.404,12.39,12.176,12.443,12.259,12.256,12.144,12.748,12.584,12.423,11.97,11.193,11.489,10.832,10.303,9.849,8.862,8.467,7.795,6.928,5.676
3,4.792,5.344,5.724,5.859,6.278,6.417,7.014,7.134,7.305,7.748,7.916,8.248,8.529,8.885,9.08,9.549,9.735,9.956,10.189,10.323,10.415,10.869,11.411,11.134,11.506,11.869,12.262,12.094,12.289,11.862,12.151,12.095,12.219,12.63,12.412,12.22,12.432,12.216,12.285,11.799,11.871,11.219,10.68,10.678,10.437,9.53,8.907,8.558,7.577,6.645,5.425
4,4.826,5.232,5.71,5.902,6.193,6.409,6.712,7.076,7.485,7.833,8.106,8.051,8.178,9.041,9.22,9.297,9.624,9.854,10.421,10.32,10.36,10.893,11.149,11.223,11.327,11.454,11.648,12.038,11.829,12.112,11.842,12.287,12.195,12.156,12.174,12.113,12.462,12.295,11.751,11.452,11.464,11.278,10.96,10.439,10.195,9.412,8.729,8.039,7.75,6.478,5.597
5,4.937,5.3,5.94,5.905,6.295,6.643,6.997,7.223,7.457,7.654,7.978,8.289,8.569,8.906,9.065,9.106,9.766,9.931,10.227,10.378,10.421,10.51,11.205,10.877,11.312,11.245,11.953,11.732,11.902,11.832,12.314,12.229,12.442,12.344,12.0,12.244,11.783,11.939,12.341,11.956,11.422,11.177,10.765,10.407,9.741,9.401,8.935,8.21,7.406,6.532,5.421
6,4.874,5.495,5.876,5.851,6.493,6.465,6.922,6.999,7.4,7.729,8.282,8.319,8.49,9.084,9.221,9.236,9.742,9.973,10.277,10.776,10.457,10.987,11.446,10.869,11.27,11.607,11.49,11.745,11.796,11.901,12.295,12.252,11.925,12.037,11.801,12.309,12.103,11.954,11.366,11.64,11.478,11.291,10.885,10.384,9.73,9.589,8.821,8.08,7.17,6.651,5.408
7,4.843,5.412,5.895,6.107,6.378,6.58,6.635,7.318,7.395,7.924,8.067,8.551,8.586,9.241,9.15,9.521,9.759,10.339,10.346,10.814,10.988,10.803,11.335,11.418,11.389,11.288,11.664,12.116,11.935,12.03,11.983,12.33,12.625,12.529,12.223,12.323,12.117,12.182,11.992,11.574,11.203,11.191,10.899,10.666,10.166,9.731,9.131,8.404,7.25,6.542,5.452
8,4.938,5.573,5.977,6.208,6.401,6.655,7.079,7.412,7.555,8.039,8.177,8.875,8.907,9.31,9.494,9.565,9.97,10.7,10.602,10.415,10.629,11.298,11.442,11.463,11.927,11.941,12.374,12.177,12.318,12.239,12.571,11.949,12.734,12.659,13.04,12.643,12.716,12.084,11.805,12.149,11.328,11.648,10.926,10.469,10.3,9.48,9.08,8.29,7.546,6.441,5.728
