lst,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0
0,4.649,5.376,6.001,6.261,6.517,7.333,7.093,7.577,7.968,7.715,8.896,8.914,9.026,9.573,9.877,10.101,11.075,10.652,11.629,11.1,12.217,13.091,11.52,12.536,12.154,11.898,13.508,13.6,11.649,13.982,13.525,12.779,13.726,14.473,15.403,12.301,13.782,14.388,13.359,13.167,13.655,12.514,13.38,11.461,10.884,10.368,9.701,9.312,8.301,7.402,6.159
1,4.656,5.004,5.58,6.009,6.074,6.057,6.882,6.432,7.337,8.036,8.116,8.268,9.039,9.161,9.697,9.519,10.198,10.532,10.586,10.885,10.849,11.139,11.686,11.52,12.438,11.79,11.11,13.773,12.484,13.491,12.532,12.759,12.904,12.039,12.025,12.799,13.043,12.634,12.328,13.249,12.193,11.363,11.97,12.137,10.61,10.317,9.299,8.254,8.023,6.958,5.998
2,4.583,5.621,5.271,5.883,6.045,6.592,7.533,7.442,6.593,7.733,8.098,8.344,8.12,8.827,9.855,10.185,10.748,9.413,10.658,11.189,11.205,12.907,10.906,11.787,11.398,11.658,12.713,12.731,12.005,12.238,13.445,13.684,12.564,12.443,12.284,12.885,12.781,14.898,13.349,12.225,12.395,10.879,11.049,10.692,10.067,9.818,8.676,8.522,7.819,7.069,5.492
3,4.888,5.06,5.191,5.784,6.016,6.57,6.207,6.973,7.911,8.507,7.415,8.523,9.277,9.555,9.764,8.858,9.716,10.397,10.674,10.658,10.705,10.45,10.461,10.861,11.839,11.183,10.572,11.607,11.618,12.177,12.094,12.951,11.722,12.138,12.254,12.35,12.186,11.629,12.839,11.607,11.611,11.003,11.082,11.156,9.166,10.222,8.29,8.501,7.559,6.327,5.178
4,4.41,4.982,6.039,5.885,6.234,6.067,6.352,7.484,7.527,7.342,8.055,8.389,8.955,8.441,9.387,9.416,9.014,10.485,10.228,10.651,10.859,10.325,10.898,11.995,10.979,12.987,12.554,11.508,12.404,12.427,11.389,11.968,12.146,11.819,11.734,11.965,12.766,12.088,11.204,12.259,12.341,12.058,11.534,10.195,10.526,9.759,8.435,8.254,7.547,5.79,6.275
5,5.189,5.028,5.512,5.932,6.157,7.363,7.493,7.03,6.729,8.054,8.077,8.514,9.12,8.541,8.657,9.634,9.74,10.409,11.009,11.048,11.295,11.147,11.351,11.829,10.999,12.244,12.41,12.127,11.306,12.003,13.368,12.648,12.857,11.13,12.735,13.104,11.623,11.539,11.31,11.287,10.714,10.908,10.396,10.767,10.388,8.913,8.74,8.322,7.339,6.457,5.456
6,4.706,4.824,5.799,5.779,5.792,5.955,6.647,6.974,6.872,7.137,8.172,8.275,8.507,9.32,9.491,9.818,9.67,9.608,10.792,9.799,10.842,10.318,10.556,12.25,13.012,11.501,10.844,11.984,11.218,12.064,11.762,12.703,12.687,12.044,11.012,11.199,12.547,11.906,12.82,11.182,12.573,10.661,11.094,10.455,10.44,9.967,9.21,7.645,7.346,6.156,5.482
7,4.941,5.587,5.444,6.039,6.242,6.672,6.728,6.416,7.084,7.901,8.132,7.89,8.522,8.467,9.409,10.128,9.828,10.252,10.784,10.63,11.244,11.229,11.572,11.933,11.456,12.427,12.152,12.327,12.593,13.339,12.07,12.318,11.257,11.779,12.81,11.644,13.44,12.381,11.018,12.35,11.297,11.602,10.225,10.623,9.952,9.75,9.028,8.201,6.902,6.411,5.443
8,4.671,5.496,5.903,6.011,6.075,6.935,6.979,7.591,7.349,7.474,9.201,8.801,9.229,9.614,9.902,9.935,9.711,10.06,10.201,11.438,11.698,11.179,11.624,11.969,11.782,12.235,12.145,12.542,13.132,12.675,12.338,11.462,12.22,12.373,12.162,12.11,11.43,12.182,12.834,11.914,11.625,11.614,11.326,10.864,9.312,9.098,8.137,8.471,8.351,6.673,5.597
9,4.758,6.107,5.962,5.941,6.434,7.055,6.995,7.282,7.9,8.457,8.215,9.392,8.656,9.486,10.085,10.247,10.795,11.874,10.663,12.626,11.476,11.137,12.326,11.667,12.086,11.719,11.849,12.552,11.693,13.792,13.45,12.738,13.066,13.032,11.778,12.082,12.969,13.078,11.971,12.229,11.201,10.935,11.479,10.238,9.042,8.826,9.207,8.159,6.482,6.845,5.132
10,4.956,5.884,6.346,6.701,6.405,7.161,8.342,7.649,8.116,8.686,9.263,9.278,9.598,10.177,11.079,10.427,10.018,9.981,10.543,11.702,10.659,12.008,10.389,12.854,13.127,12.375,13.544,13.528,13.486,12.904,13.104,13.4,12.465,13.351,11.828,12.977,13.551,12.609,12.971,11.99,12.44,11.261,10.911,10.252,10.726,10.191,8.027,8.48,7.433,6.771,5.537
11,5.395,5.868,6.424,6.737,6.832,7.592,7.481,8.091,8.243,8.758,9.464,9.223,9.742,10.549,11.255,10.414,11.209,11.439,11.069,12.207,12.758,13.293,12.396,12.286,13.758,13.725,12.416,13.8,12.936,12.877,11.867,12.091,12.526,14.028,13.31,13.517,12.319,13.456,12.672,11.741,12.321,12.202,10.751,11.124,11.325,9.754,8.623,7.749,7.739,6.9,5.71
12,5.204,6.553,6.792,6.532,6.613,7.793,7.661,7.968,8.215,9.113,9.633,10.364,9.998,11.881,11.315,10.051,11.25,12.581,12.435,13.517,12.662,12.943,13.943,12.739,12.646,14.111,13.163,13.466,13.298,13.377,14.407,13.726,13.823,13.3,13.705,14.928,12.327,12.658,12.735,13.47,12.395,12.53,11.651,11.69,10.782,10.322,9.622,8.653,7.778,7.581,6.223
13,5.612,6.966,7.019,7.399,6.816,8.167,8.649,9.591,8.879,9.653,9.543,10.204,11.645,10.96,11.21,11.388,12.367,12.081,13.66,13.297,13.494,13.887,13.874,14.398,13.723,14.229,15.397,13.59,14.113,14.01,13.995,13.86,16.008,14.044,13.387,13.889,13.828,13.892,13.956,13.458,12.279,11.911,12.665,11.652,10.746,10.555,9.501,9.411,8.346,7.052,6.366
14,6.358,6.542,7.476,7.275,7.724,8.014,8.962,10.734,9.958,9.998,10.264,9.768,11.042,11.56,12.032,12.108,13.775,14.317,14.43,13.806,15.063,13.266,14.685,13.965,13.922,14.176,15.376,15.194,15.385,14.368,14.098,14.839,13.221,13.394,13.892,14.323,16.381,14.752,13.55,13.987,15.225,14.623,13.396,11.413,11.584,10.789,10.254,8.506,7.896,7.263,5.75
15,6.006,7.359,7.08,7.681,8.277,8.988,7.958,9.9,9.939,10.721,10.783,11.348,12.335,13.259,12.261,13.04,13.186,14.02,14.348,14.497,13.769,15.14,16.081,15.189,15.837,14.732,16.05,14.056,15.155,16.603,14.912,15.4,14.744,14.467,15.02,13.929,14.628,14.151,14.058,13.402,13.82,12.852,12.372,12.271,11.493,10.848,10.012,9.563,8.946,7.14,6.586
16,6.37,6.981,7.724,8.024,7.663,8.337,8.942,10.353,9.681,10.978,11.363,12.606,12.869,13.666,12.646,13.564,15.437,13.707,14.318,14.156,16.043,14.441,15.573,14.338,14.689,15.879,15.237,16.639,14.633,15.835,14.564,15.682,15.101,14.16,13.85,13.522,15.653,14.918,13.633,12.93,14.723,13.231,12.981,12.085,12.376,10.937,10.309,9.858,9.183,8.171,6.301
17,6.281,7.929,7.708,7.869,8.661,9.536,9.415,10.842,10.083,11.31,11.306,13.189,12.973,13.578,14.368,14.638,13.965,13.86,15.078,13.799,13.807,15.39,14.824,15.447,17.766,16.186,15.594,15.92,15.789,14.827,15.871,15.885,13.921,15.153,16.695,16.827,15.357,14.533,15.902,13.338,13.632,13.603,12.47,12.794,10.97,10.679,10.082,9.086,8.423,7.798,6.62
18,6.282,6.785,7.661,7.999,7.995,7.657,8.943,9.405,10.161,10.445,11.665,11.171,10.356,12.301,13.595,14.021,13.242,13.362,14.931,15.996,14.436,15.12,16.418,14.155,16.198,15.618,16.059,16.963,15.339,13.933,14.991,14.457,15.999,16.281,14.038,16.523,14.249,14.395,14.812,13.673,14.579,13.775,14.255,12.595,12.707,11.086,10.996,9.454,9.04,7.136,6.712
19,5.957,6.491,7.687,7.984,8.3,8.463,8.424,10.305,10.001,12.4,11.973,12.384,12.673,12.786,13.494,13.474,12.837,13.255,14.088,13.832,13.911,14.422,18.155,16.063,14.949,16.434,16.93,15.347,15.768,15.626,15.951,14.449,15.125,16.312,15.838,15.945,15.197,15.714,16.906,11.941,13.717,13.041,13.451,13.166,12.523,10.912,10.714,10.737,9.123,7.72,5.592
20,6.524,7.126,7.907,7.292,8.709,7.555,9.467,8.686,8.797,11.116,10.815,10.421,12.443,11.947,11.976,12.848,13.911,13.554,14.056,14.677,14.106,14.782,13.888,16.543,15.329,13.884,15.485,14.287,15.253,15.323,15.478,16.005,16.902,15.143,14.59,15.962,14.336,14.745,15.993,15.192,14.025,13.518,13.896,12.63,12.045,11.624,10.948,10.111,9.356,7.397,6.868
21,5.627,6.589,6.579,8.019,8.223,8.537,8.223,9.578,9.15,10.9,10.654,10.97,11.233,11.475,11.548,12.345,12.865,13.903,13.37,13.087,14.484,15.384,13.417,12.902,16.356,15.429,14.266,14.654,15.089,16.421,14.77,12.944,16.6,14.453,15.368,14.91,15.333,14.51,14.934,15.385,15.693,13.521,13.853,12.26,12.27,11.347,10.741,9.356,8.979,7.507,6.48
22,5.107,6.372,6.399,7.053,7.13,7.877,7.556,8.968,8.936,8.918,9.163,10.287,10.509,11.051,11.524,11.302,12.536,12.823,12.828,11.475,14.011,14.795,15.201,12.892,14.196,16.149,16.029,15.064,14.385,15.296,14.3,14.491,14.382,14.351,14.492,16.905,15.353,14.411,14.769,13.875,14.337,15.207,13.214,12.388,13.013,11.017,10.283,10.181,8.863,8.029,6.304
23,5.05,6.155,6.671,7.371,6.509,7.583,7.476,7.829,8.464,9.186,10.141,9.824,8.965,10.541,11.293,11.187,12.545,11.693,10.909,13.197,12.459,14.352,13.404,13.802,13.507,15.052,13.417,14.716,14.377,11.614,14.841,15.788,13.845,14.206,14.506,13.989,14.909,14.385,14.451,14.277,12.555,12.52,13.688,13.187,12.139,11.695,10.226,10.1,8.887,8.001,6.418
