lst,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0
0,4.736,5.123,5.551,5.838,6.208,6.391,6.94,7.183,7.622,7.819,8.67,8.48,9.287,9.4,9.453,10.176,10.337,10.584,11.026,10.991,11.508,11.411,11.361,12.535,12.333,12.821,12.536,13.266,12.904,13.23,13.59,13.778,13.532,13.617,13.722,13.857,13.151,13.68,13.104,12.913,12.479,11.865,11.926,12.127,11.237,10.299,9.776,8.685,7.877,6.927,6.176
1,4.221,5.053,5.465,5.953,5.986,6.313,6.372,6.618,7.019,7.361,8.019,7.996,8.584,9.185,9.142,9.265,9.549,10.015,10.216,10.632,10.807,11.144,11.489,11.682,12.154,11.796,12.581,12.765,11.698,12.059,12.362,12.597,12.889,12.353,12.382,12.509,12.47,13.079,12.23,12.229,11.999,11.344,11.535,10.98,10.275,10.193,8.687,8.516,7.505,6.988,5.428
2,4.313,4.889,5.476,5.654,5.959,6.234,6.527,6.648,7.207,7.405,7.61,7.999,8.556,8.778,8.939,9.203,9.462,9.723,10.041,10.078,10.871,10.633,11.085,11.287,11.257,11.887,11.552,11.744,12.054,12.271,11.894,12.744,11.799,11.165,12.444,11.854,12.112,12.091,11.649,12.128,11.915,11.048,10.691,10.514,10.002,9.245,9.081,8.029,7.21,6.268,5.315
3,4.366,4.905,5.503,5.401,5.896,6.281,6.304,6.534,6.855,7.141,7.946,8.259,8.337,8.483,8.685,9.095,9.698,9.889,10.12,10.708,10.777,10.945,10.567,11.213,10.76,11.144,11.241,11.214,11.873,11.578,11.773,12.289,12.093,12.293,12.402,11.598,12.525,11.863,11.827,11.553,11.198,10.82,10.285,10.426,9.79,8.875,8.341,8.116,7.142,5.945,5.222
4,4.518,4.958,5.195,5.883,5.88,6.119,6.577,6.929,7.091,7.713,7.983,8.016,8.775,8.427,8.518,8.951,9.446,9.991,9.649,10.225,10.551,10.699,10.722,11.211,11.073,11.725,11.914,11.418,11.688,12.0,11.611,12.078,12.207,11.776,12.192,12.118,11.548,11.649,11.48,10.953,10.421,10.662,10.829,10.167,9.458,9.285,8.385,7.465,7.056,6.096,5.341
5,4.489,5.07,5.298,5.653,5.969,6.204,6.35,6.881,7.369,7.459,7.762,7.948,8.45,8.452,9.237,9.489,9.265,9.792,10.302,10.188,10.56,10.813,11.014,11.26,11.394,11.422,11.405,11.911,11.542,11.568,11.844,11.86,12.295,11.796,11.546,11.807,11.896,11.27,11.314,11.543,10.628,10.466,10.241,10.092,9.452,9.029,8.196,7.838,6.934,5.89,5.156
6,4.279,4.99,5.245,5.628,6.0,6.445,6.538,6.566,7.125,7.459,7.612,8.221,8.397,8.602,9.576,9.431,9.486,9.929,10.04,10.291,10.337,10.322,10.756,10.806,10.965,11.341,11.288,11.503,11.916,11.34,12.06,11.651,12.181,11.456,11.824,11.607,11.719,11.682,11.617,11.2,10.689,10.646,10.72,10.103,9.398,9.021,8.258,7.815,6.781,6.091,4.986
7,4.507,5.119,5.612,5.592,6.143,6.182,6.874,7.033,7.273,7.277,7.814,8.141,8.612,8.808,9.131,9.111,9.505,9.664,9.68,10.291,10.959,10.773,11.442,11.354,11.838,10.95,11.526,11.252,11.485,11.786,11.931,11.735,12.198,12.064,11.847,11.907,11.81,11.535,11.643,11.099,10.985,10.593,10.291,9.971,9.719,8.921,8.21,7.607,7.098,6.126,5.053
8,4.715,5.189,5.396,5.746,6.013,6.414,6.472,7.06,7.157,7.509,7.98,8.552,8.888,9.11,9.247,9.683,9.765,10.216,10.225,10.848,10.823,11.261,11.232,11.086,11.249,11.984,11.68,11.685,11.871,11.704,11.746,12.351,12.485,12.023,11.89,11.931,12.194,11.959,11.466,11.377,11.573,11.097,10.491,10.118,9.394,9.307,8.496,7.808,7.108,6.381,5.087
