lst,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0
0,12.634,12.539,12.423,12.039,12.219,11.941,11.798,12.11,11.871,11.826,11.51,11.461,11.701,11.441,11.109,11.299,11.084,10.723,10.785,10.913,10.619,10.818,10.574,10.814,10.471,10.357,10.417,10.325,10.576,10.235,9.97,10.154,9.962,10.191,10.053,9.946,9.754,9.781,9.758,9.489,9.595,9.644,9.54,9.722,9.406,9.308,9.691,9.565,9.42,9.346,1.48
1,11.635,11.802,11.535,11.824,11.636,10.823,11.165,11.266,10.693,10.943,11.065,10.662,10.647,10.584,10.371,10.313,10.451,10.324,10.099,10.313,10.24,9.839,10.064,9.844,9.728,9.996,9.8,9.505,9.956,9.782,9.487,9.272,9.301,9.463,9.312,9.287,9.179,9.423,9.531,8.858,8.897,8.852,8.869,8.884,9.162,8.717,9.003,8.611,8.805,8.752,1.371
2,11.114,10.831,10.746,10.816,11.192,10.474,10.48,10.211,10.473,10.187,10.13,10.261,9.959,9.924,9.619,9.812,9.935,9.743,9.323,9.446,9.421,9.438,9.228,9.259,9.575,9.074,9.212,9.225,9.265,8.973,9.177,9.178,8.984,8.861,8.644,8.998,9.064,8.715,8.902,8.694,8.754,8.478,8.367,8.62,8.642,8.22,8.16,8.585,8.225,8.191,1.337
3,10.723,10.518,10.316,10.601,10.689,10.543,10.306,10.097,10.03,10.171,9.748,10.048,9.667,9.845,9.502,9.408,9.637,9.456,9.485,9.314,9.249,9.156,9.129,9.03,9.244,9.196,8.465,8.966,8.658,8.954,8.722,8.719,8.643,8.616,8.61,8.421,8.414,8.51,8.589,8.393,8.305,8.576,8.274,8.291,8.474,7.956,8.295,8.307,8.216,8.291,1.297
4,10.647,10.676,10.63,10.44,10.412,10.18,9.996,10.216,9.89,10.052,9.845,9.464,9.468,9.622,9.341,9.447,9.285,9.381,9.321,9.206,9.233,9.393,9.164,8.984,9.091,8.749,9.03,8.434,8.836,8.538,8.597,8.367,8.47,8.732,8.244,8.314,8.69,8.491,8.148,8.092,8.328,8.531,8.562,8.251,7.942,7.958,8.247,7.886,8.077,7.896,1.266
5,10.465,10.44,10.341,10.543,10.273,10.59,10.14,10.046,10.219,9.764,10.02,9.518,9.532,9.852,9.342,9.386,9.419,9.404,9.385,9.386,9.168,9.165,9.246,9.013,8.922,8.807,8.806,8.531,8.851,8.832,8.907,8.836,8.671,8.621,8.818,8.33,8.717,8.417,8.266,8.483,8.567,8.437,8.449,8.243,8.158,8.205,8.219,8.04,8.29,7.796,1.301
6,10.762,10.786,10.555,10.447,10.736,10.204,10.103,10.058,10.126,9.822,9.908,9.694,9.647,9.606,9.881,9.501,9.351,9.596,9.116,9.309,9.399,9.403,9.314,8.777,9.243,9.138,8.947,8.959,9.03,8.56,8.487,8.661,8.568,8.87,8.442,8.459,8.47,8.272,8.507,8.344,8.153,8.449,8.384,8.225,8.335,7.993,8.059,8.335,8.288,8.199,1.302
7,11.207,10.669,10.874,10.495,10.74,10.196,10.602,10.066,10.131,10.207,9.74,10.151,9.744,9.969,9.714,9.75,9.715,9.53,9.388,9.381,9.3,9.358,9.238,9.146,9.086,8.91,8.917,9.131,8.963,8.506,8.754,8.726,8.863,8.675,8.773,8.792,8.912,8.508,8.812,8.539,8.673,8.558,8.508,8.227,8.31,8.267,8.04,8.335,8.139,8.23,1.259
8,11.087,10.962,10.878,10.828,10.371,10.55,10.566,10.071,10.109,10.189,10.248,9.682,9.831,9.951,9.724,9.932,9.521,9.667,9.746,9.473,9.472,9.571,9.529,9.163,9.525,9.023,9.071,9.05,9.09,8.863,9.15,8.928,8.902,9.12,8.765,8.801,8.912,8.652,8.537,8.659,8.839,8.554,8.371,8.702,8.88,8.148,8.605,8.301,8.352,8.392,1.397
9,11.496,11.488,11.327,11.188,11.287,11.023,10.668,10.564,10.616,10.244,10.898,10.461,10.38,10.056,9.717,10.025,9.735,9.616,9.848,9.881,9.723,9.699,9.817,9.548,9.711,9.608,9.299,9.481,9.193,9.21,9.248,8.999,9.257,8.966,8.927,9.017,8.766,8.892,8.446,8.695,8.585,8.582,8.755,8.707,8.401,8.708,8.45,8.536,8.663,8.593,1.356
10,11.88,11.415,11.368,11.446,11.499,11.087,10.979,11.055,10.881,10.63,10.747,10.722,10.729,10.239,10.702,10.292,10.284,10.416,10.473,9.934,10.219,10.24,9.801,9.694,9.771,9.987,9.705,9.703,9.539,9.517,9.509,9.289,9.39,9.402,9.301,9.364,9.342,9.353,9.05,8.988,9.212,8.949,8.872,8.87,8.87,8.741,8.627,8.481,8.485,8.599,1.368
11,12.539,11.929,12.109,11.883,11.838,11.829,11.824,11.951,11.365,11.199,11.374,11.013,10.948,10.889,10.973,10.671,10.744,10.699,10.908,10.174,10.46,10.596,10.474,10.4,10.324,10.156,10.212,10.058,9.874,9.844,10.031,9.813,9.758,10.202,9.621,9.656,9.542,9.645,9.236,9.701,9.644,9.185,9.328,9.043,9.035,9.32,9.381,9.485,9.267,9.255,1.415
12,12.718,12.49,12.182,12.653,12.168,11.92,12.119,11.96,11.757,11.692,11.995,11.716,11.329,11.334,11.532,11.418,11.101,11.172,11.073,11.365,10.907,10.617,10.801,10.775,10.668,10.679,10.323,10.575,10.354,10.165,10.612,10.146,9.973,10.297,10.328,9.844,10.008,9.838,9.661,9.869,9.848,9.831,9.881,9.649,9.509,9.634,9.773,9.586,9.61,9.541,1.451
13,13.217,13.364,12.964,13.007,12.725,12.301,12.332,12.347,12.465,12.333,12.133,12.073,11.978,11.812,11.739,11.782,11.916,11.275,11.636,11.539,11.281,11.542,11.211,10.802,10.843,10.675,10.637,10.554,10.811,10.413,10.676,10.85,10.329,10.383,10.261,10.144,10.503,10.103,10.31,10.333,10.097,10.033,9.965,9.796,10.342,9.921,9.872,10.021,9.678,9.486,1.46
