lst,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0
0,12.113,12.233,11.899,12.322,11.413,11.674,11.818,11.732,11.244,11.17,11.751,11.231,11.443,11.238,11.327,10.949,10.931,11.494,10.906,10.751,10.51,10.885,10.918,10.198,10.732,10.377,10.4,10.493,10.18,10.391,10.267,9.881,10.059,10.231,9.917,10.244,9.834,9.438,9.931,10.021,9.672,10.064,9.906,9.648,9.699,9.601,9.387,9.545,9.636,9.742,1.482
1,11.287,11.304,10.982,10.956,11.023,10.596,10.683,10.494,10.371,10.488,10.37,10.375,10.327,10.559,10.296,10.098,9.906,10.087,9.787,9.943,9.759,9.615,9.414,9.693,9.836,9.716,9.423,9.639,9.424,9.389,9.054,9.42,9.158,9.627,9.33,9.243,9.142,9.014,9.129,8.907,8.912,9.307,8.95,8.92,8.888,9.065,8.928,8.763,9.016,8.462,1.372
2,10.608,10.253,10.132,10.223,10.022,10.07,9.792,10.042,9.757,9.81,9.601,9.71,9.603,9.611,9.47,9.238,9.494,9.444,9.08,9.293,8.957,9.395,9.23,9.135,9.053,9.09,8.805,8.666,8.846,8.833,8.715,8.711,8.743,8.468,8.505,8.678,8.377,8.462,8.47,8.541,8.28,8.581,8.196,8.388,8.25,8.436,8.355,8.251,8.391,8.219,1.31
3,10.008,9.906,10.307,10.01,10.167,9.651,9.865,9.851,9.621,9.556,9.753,9.348,9.227,9.258,9.057,9.143,9.213,9.086,8.85,9.135,8.7,8.686,8.675,8.659,8.682,8.797,8.466,8.699,8.747,8.568,8.546,8.455,8.435,8.61,8.187,8.454,8.286,8.039,8.232,8.243,8.19,8.332,8.4,8.24,8.161,8.109,8.134,8.2,8.222,7.932,1.265
4,10.154,9.894,9.786,9.597,10.014,9.642,9.771,9.311,9.388,9.606,9.361,9.241,9.02,9.093,9.176,8.818,8.761,8.74,9.149,8.805,8.881,8.748,8.972,9.093,8.623,8.662,8.343,8.43,8.871,8.417,8.42,8.495,8.24,8.561,8.313,8.472,8.243,8.128,8.137,8.05,8.288,8.329,8.015,8.207,8.002,7.793,8.001,8.0,7.684,7.788,1.336
5,9.921,10.069,9.628,9.54,9.577,9.423,9.494,9.576,9.491,9.416,9.213,9.089,8.998,9.05,9.056,9.041,8.992,8.853,8.884,8.774,8.845,8.819,8.689,8.502,8.595,8.699,8.382,8.501,8.479,8.637,8.488,8.523,8.566,8.543,8.392,8.097,8.12,8.187,8.436,8.076,8.173,7.933,8.01,7.81,8.279,8.145,8.217,7.832,8.045,7.825,1.282
6,10.242,9.839,9.633,9.96,9.587,9.918,9.571,9.433,9.566,9.449,9.605,9.176,9.154,9.294,8.863,9.153,8.907,8.985,9.03,8.936,8.921,8.837,8.841,8.66,8.682,9.023,8.513,8.641,8.473,8.404,8.829,8.319,8.268,8.524,8.345,8.384,8.374,8.292,8.392,8.15,8.309,8.354,8.056,8.16,7.988,8.26,8.065,7.989,7.87,8.189,1.266
7,10.69,10.342,10.076,9.996,10.163,9.688,9.831,9.939,9.803,9.773,9.474,9.709,9.41,9.524,9.643,9.546,9.033,9.139,9.524,8.923,9.105,9.086,8.936,9.192,8.945,9.033,8.577,8.644,8.6,8.749,8.891,8.423,8.686,8.636,8.364,8.418,8.377,8.519,8.743,8.601,8.269,8.407,8.319,8.352,7.984,8.288,8.261,8.124,8.006,8.344,1.292
8,10.468,10.283,10.298,10.292,10.074,10.325,10.032,9.827,9.588,10.035,9.868,9.569,9.782,9.578,9.723,9.531,9.423,9.368,9.341,9.054,9.35,9.031,9.297,9.086,9.043,9.107,9.001,8.779,9.258,8.659,8.895,8.721,8.822,8.525,8.81,8.736,8.681,8.524,8.689,8.482,8.568,8.503,8.367,8.366,8.563,8.316,8.533,8.258,8.428,7.969,1.328
9,10.786,10.555,10.686,10.112,10.701,10.495,10.287,10.055,10.273,10.119,10.001,10.062,10.049,10.174,10.201,9.909,10.123,9.611,9.503,9.83,9.891,9.401,9.406,9.598,9.459,9.526,9.383,9.357,9.013,9.074,9.179,8.835,9.114,9.542,9.215,8.666,9.073,8.9,9.056,8.654,8.764,8.794,9.111,8.849,8.418,8.752,8.717,8.528,8.429,8.477,1.343
10,11.195,11.054,11.378,10.867,10.812,11.025,10.948,10.592,10.602,10.65,10.649,10.551,10.542,10.182,10.144,10.15,10.24,10.125,10.273,10.15,9.891,10.08,9.735,9.837,9.813,9.342,9.93,9.316,9.55,9.347,9.648,9.32,9.657,9.81,9.336,9.37,9.383,9.14,8.98,9.02,9.121,9.029,9.099,8.867,8.915,8.966,9.136,8.947,9.007,8.964,1.396
11,12.053,12.045,11.967,11.795,11.505,11.387,11.476,11.459,11.503,10.881,11.223,11.073,11.261,10.714,11.29,10.557,10.584,10.875,10.634,10.623,10.744,10.127,10.161,10.23,10.185,10.372,9.916,10.153,10.011,10.026,10.017,10.05,9.836,10.134,9.734,9.967,9.714,9.588,9.727,9.799,9.506,9.562,9.584,9.685,9.529,9.438,9.371,9.242,9.128,9.407,1.412
