lst,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0
0,4.89,5.427,5.851,6.213,6.55,6.742,7.214,7.447,7.801,8.302,8.608,8.951,9.345,9.488,9.683,10.382,10.602,10.836,11.097,11.592,11.574,11.982,12.203,12.469,12.845,13.253,13.03,13.572,13.256,13.446,13.301,13.898,13.606,13.935,13.761,13.572,13.819,14.234,13.689,13.228,12.596,12.459,12.74,12.138,11.552,11.009,10.094,9.357,8.621,7.584,6.157
1,4.719,5.41,5.563,5.89,6.207,6.503,6.634,7.062,7.593,7.878,8.071,8.202,8.934,9.105,9.466,9.695,9.874,10.498,10.691,10.525,11.032,11.543,11.424,11.768,11.789,12.179,12.403,12.374,12.63,13.016,12.85,12.868,13.022,12.894,12.654,12.727,13.028,12.665,13.049,12.908,12.292,11.804,11.921,11.243,10.872,10.185,9.44,8.97,8.145,7.008,6.153
2,4.515,5.201,5.666,5.888,6.133,6.394,6.66,6.925,7.315,7.579,7.982,8.112,8.389,8.775,8.981,9.45,10.059,10.541,10.419,10.46,10.488,10.929,11.222,11.424,11.797,11.969,11.687,11.991,12.085,11.999,12.585,12.518,12.734,12.372,12.675,12.61,12.363,12.34,12.163,12.136,11.905,11.783,11.4,10.746,10.437,9.704,9.154,8.553,7.648,6.766,5.649
3,4.669,5.321,5.681,5.719,6.051,6.342,6.536,6.823,7.397,7.71,8.42,8.354,8.591,8.866,9.215,9.581,9.849,10.092,10.008,10.697,10.743,10.723,11.434,11.33,11.419,11.423,11.747,11.637,11.763,12.176,12.203,12.264,12.694,12.564,11.933,12.257,12.181,12.402,12.001,11.544,11.811,11.481,11.043,10.425,10.054,9.562,8.894,8.228,7.448,6.583,5.478
4,4.684,5.062,5.448,5.681,6.22,6.567,6.693,6.9,7.431,7.754,8.133,8.133,8.614,8.837,9.049,9.32,9.499,10.0,10.005,10.353,10.759,10.94,10.906,11.335,11.678,11.424,11.786,11.745,12.021,12.493,12.217,12.049,12.337,12.626,12.37,12.292,12.21,12.138,11.909,11.671,11.442,11.124,10.688,10.543,9.865,9.433,8.816,8.053,7.28,6.478,5.537
5,4.668,5.183,5.61,6.029,5.973,6.427,6.544,7.11,7.351,7.616,7.871,8.202,8.758,8.889,9.5,9.729,9.573,9.815,10.428,10.32,10.506,11.063,11.23,11.306,11.751,12.101,11.774,11.976,11.49,12.364,12.03,12.028,12.24,12.207,11.956,12.161,12.182,11.818,11.77,11.559,11.452,10.945,10.699,10.239,9.753,9.236,8.655,7.834,7.048,6.37,5.406
6,4.674,5.148,5.795,5.855,6.269,6.548,6.748,7.387,7.498,7.644,8.025,8.789,8.773,9.007,9.306,9.442,9.743,9.949,10.51,10.749,10.595,10.983,11.292,11.379,11.535,11.535,11.894,11.887,11.974,11.883,12.075,11.93,12.21,12.276,12.483,12.119,12.222,11.772,11.646,11.746,11.313,10.988,10.739,10.19,10.056,9.376,8.814,8.0,7.253,6.453,5.466
7,4.679,5.493,5.847,5.966,6.483,6.357,6.797,7.13,7.32,7.713,8.358,8.584,8.807,9.131,9.419,9.623,9.809,10.094,10.515,10.338,10.814,10.962,11.103,11.346,12.066,11.728,11.822,12.303,12.381,11.983,11.649,12.493,12.407,12.037,12.251,12.473,11.957,12.059,11.851,11.885,11.45,10.708,10.805,10.711,10.119,9.436,8.535,8.0,7.177,6.41,5.466
8,4.756,5.305,5.818,6.118,6.403,6.486,6.946,7.241,7.507,7.815,8.231,8.655,9.225,9.277,9.641,9.923,10.33,10.502,10.441,10.74,11.208,11.326,11.559,11.629,11.773,11.886,11.609,12.154,12.389,12.444,12.577,12.312,12.289,12.726,12.328,12.335,12.268,12.381,12.321,11.945,11.79,11.306,10.919,10.602,9.833,9.274,8.73,8.312,7.455,6.4,5.465
