lst,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0
0,4.816,5.362,5.887,6.159,6.601,6.682,7.114,7.574,7.889,8.123,8.226,8.445,8.835,8.876,9.27,9.654,10.278,10.412,10.982,11.159,11.652,11.83,12.31,12.205,12.737,13.013,13.127,13.039,13.171,13.431,13.824,13.511,13.783,14.343,13.876,13.914,14.132,13.978,13.59,13.486,14.072,13.255,12.692,12.22,11.461,11.527,10.422,9.585,8.708,7.882,6.386
1,4.681,5.035,5.776,5.965,6.111,6.389,6.53,6.843,7.309,7.369,7.762,8.06,8.272,8.66,8.877,9.186,9.77,9.382,9.757,10.394,10.67,10.769,11.221,11.364,11.572,11.884,12.046,12.073,12.437,12.94,12.585,12.874,12.843,13.157,12.721,13.012,12.583,12.916,12.638,12.425,12.416,12.092,11.624,11.365,10.805,10.436,9.649,8.895,7.919,7.247,6.142
2,4.552,5.171,5.503,5.833,6.196,6.236,6.472,6.48,7.185,7.499,7.805,8.016,8.218,8.495,8.982,9.089,9.24,9.514,10.026,10.286,10.333,10.475,10.973,10.958,11.35,11.392,11.906,11.842,11.789,12.289,12.008,12.303,12.303,12.4,12.42,12.191,12.129,12.071,11.901,12.155,11.646,11.501,11.114,10.898,10.147,9.922,9.233,8.323,7.511,6.62,5.756
3,4.706,5.302,5.596,5.811,5.866,6.269,6.577,7.129,7.189,7.475,7.751,8.048,8.324,8.515,8.797,9.384,9.27,9.434,9.96,9.863,10.157,10.833,10.779,10.395,11.151,11.267,11.65,11.488,11.631,11.85,11.851,11.662,12.148,12.195,11.79,11.614,12.048,12.254,12.204,11.557,11.382,10.972,11.004,10.515,10.227,9.483,8.878,8.052,7.336,6.425,5.617
4,4.676,5.332,5.461,5.865,5.992,6.407,6.653,7.038,7.314,7.498,8.097,8.007,8.249,8.829,9.044,9.179,9.277,9.529,9.888,9.926,10.412,10.205,10.556,10.815,11.218,11.155,11.413,11.59,11.66,11.952,11.891,11.9,12.024,11.911,12.176,11.885,11.733,12.158,11.871,11.361,11.178,11.203,10.603,10.123,9.635,9.228,8.8,7.841,7.176,6.302,5.576
5,4.838,5.189,5.698,5.862,6.242,6.318,6.682,6.936,7.382,7.618,7.646,8.347,8.587,8.549,8.953,9.023,9.345,9.459,9.871,10.122,10.259,10.317,10.532,10.966,10.952,11.258,11.338,11.393,11.719,11.548,11.571,11.783,11.842,11.789,11.718,11.894,11.76,11.821,11.565,11.365,10.966,10.982,10.329,9.934,9.453,9.345,8.605,7.93,7.109,6.385,5.463
6,4.84,5.411,5.66,5.99,6.401,6.587,6.526,7.007,7.315,7.444,8.226,8.072,8.552,8.905,9.024,8.78,9.25,9.869,9.997,10.037,10.395,10.489,10.489,10.881,11.272,11.301,11.044,11.61,11.502,11.894,11.914,11.658,11.795,11.994,11.802,11.556,11.664,11.636,11.284,11.294,11.031,10.682,10.481,10.054,9.614,9.173,8.453,7.858,7.145,6.276,5.392
7,4.799,5.394,5.837,6.135,6.113,6.384,6.921,7.112,7.407,7.705,8.136,8.199,8.701,8.737,9.133,9.387,9.426,9.813,10.035,10.106,10.693,10.829,11.16,11.321,11.568,11.243,11.498,12.084,11.846,11.684,11.922,11.73,12.027,12.205,12.141,11.991,12.224,11.884,11.964,11.08,10.919,10.85,10.714,10.216,9.647,9.24,8.835,7.937,7.135,6.526,5.515
8,4.901,5.68,5.933,6.061,6.362,6.612,7.098,7.172,7.602,7.979,8.06,8.555,8.742,8.963,9.214,9.589,10.056,9.831,10.284,10.505,10.747,10.925,11.225,11.285,11.654,11.85,11.943,11.722,11.891,12.046,12.113,11.788,12.189,11.996,12.311,12.304,11.361,11.867,11.905,11.753,11.709,10.899,10.96,10.523,9.967,9.403,8.667,7.802,7.36,6.412,5.363
