lst,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0
0,4.884,5.492,5.903,6.159,6.63,6.558,7.211,7.323,7.728,7.995,8.462,8.604,9.248,9.083,9.355,9.694,10.181,10.57,10.998,11.521,11.55,11.645,12.497,12.418,12.96,12.982,13.545,13.098,13.4,14.042,14.228,14.215,14.581,14.003,14.471,14.482,14.305,14.277,13.789,14.192,14.004,13.909,13.235,13.021,12.192,11.036,10.535,10.217,9.059,7.842,6.632
1,4.651,5.156,5.627,5.731,5.886,6.377,6.496,6.919,7.064,7.601,7.58,8.069,8.415,8.686,8.909,8.966,9.555,9.955,10.068,10.208,10.453,10.834,11.131,11.26,11.647,11.96,12.193,12.774,12.758,12.982,12.981,12.965,13.097,13.035,13.266,13.317,13.107,13.374,12.732,12.771,12.808,12.859,12.174,11.612,10.783,10.742,10.126,9.169,8.271,7.363,6.247
2,4.509,5.009,5.423,5.764,5.838,6.237,6.408,6.581,7.186,7.233,7.69,8.035,8.377,8.383,8.725,9.221,9.468,9.602,10.039,10.222,10.415,10.676,11.195,11.036,11.255,11.555,11.766,11.899,12.207,12.673,12.482,12.504,12.621,12.333,12.711,12.605,12.612,12.48,12.578,12.41,12.129,11.519,11.381,10.952,10.526,9.782,9.23,8.45,7.703,6.921,5.823
3,4.496,5.041,5.439,5.838,6.005,6.065,6.471,6.829,7.109,7.476,7.792,8.069,8.251,8.421,8.963,8.955,9.471,9.589,9.734,10.078,10.386,10.72,10.914,11.209,11.317,11.494,11.575,11.994,11.819,11.702,12.168,12.09,12.245,12.18,12.159,12.199,12.277,12.543,12.068,11.885,11.765,11.203,11.328,10.53,10.448,9.474,9.116,8.482,7.478,6.811,5.592
4,4.825,5.065,5.407,5.939,6.112,6.212,6.629,6.716,7.272,7.649,7.893,7.977,8.293,8.408,8.995,9.183,9.409,9.507,10.031,9.99,10.192,10.845,10.991,11.22,11.141,11.176,11.737,11.603,11.949,11.928,12.08,11.747,12.293,12.573,12.375,12.171,11.951,12.138,12.126,11.844,11.826,11.283,11.239,10.642,10.128,9.741,8.896,8.19,7.453,6.48,5.603
5,4.675,5.337,5.689,5.599,6.117,6.357,6.588,6.792,7.206,7.695,7.962,8.08,8.27,8.62,9.279,9.305,9.622,9.506,9.792,10.047,10.317,11.039,10.707,10.974,11.533,11.518,11.557,11.906,11.79,11.71,12.271,12.136,12.056,12.435,12.142,11.877,12.007,12.224,12.128,11.689,11.559,11.255,10.919,10.502,10.001,9.103,9.043,8.32,7.142,6.621,5.591
6,4.697,5.241,5.659,5.99,6.068,6.358,6.511,6.806,7.358,7.648,7.986,8.22,8.42,8.936,9.127,9.108,9.722,9.936,10.05,10.513,10.556,10.757,11.096,11.095,11.562,11.459,11.707,11.524,11.815,11.813,12.171,12.204,11.984,12.202,12.113,12.463,12.225,12.247,11.78,11.74,11.641,11.229,10.882,10.207,9.788,9.214,9.059,8.519,7.486,6.424,5.917
7,4.815,5.532,5.724,6.069,6.366,6.373,6.906,7.124,7.459,7.632,8.12,8.508,8.639,9.059,9.392,9.717,9.673,9.867,10.364,10.606,10.851,11.019,10.972,11.29,11.627,11.751,11.613,12.012,11.944,12.682,12.362,12.427,12.302,12.267,12.162,12.518,12.015,12.033,12.212,11.48,11.314,11.227,11.116,10.52,9.998,9.607,9.254,8.406,7.327,6.571,5.706
8,4.949,5.446,5.832,6.045,6.482,6.581,6.821,7.013,7.61,7.891,8.458,8.653,8.905,9.218,9.368,9.625,9.906,10.285,10.868,10.841,11.023,11.12,11.717,11.555,11.597,11.99,12.64,12.151,12.472,12.403,12.606,12.474,12.721,12.303,12.443,12.591,12.817,12.34,12.355,12.369,12.163,11.17,11.211,10.709,10.077,9.668,9.196,8.141,7.57,6.561,5.697
9,5.073,5.545,5.869,6.228,6.251,6.574,6.961,7.256,7.669,7.937,8.715,8.932,8.773,9.427,9.813,9.66,10.333,10.683,10.848,11.259,11.519,11.456,11.926,12.125,12.225,12.253,12.377,12.452,12.213,12.755,12.609,12.872,13.179,12.63,12.534,12.885,12.454,12.718,12.31,12.125,11.931,11.675,11.475,10.514,10.694,9.655,9.204,8.311,7.502,6.873,5.627
10,5.341,5.931,6.114,6.461,6.881,7.187,7.281,7.582,7.812,8.404,8.863,9.157,9.489,9.899,10.281,10.656,10.603,10.966,11.458,11.669,11.699,11.833,12.111,12.236,12.73,12.998,12.789,12.917,12.725,13.026,13.115,13.517,13.337,13.115,13.166,12.819,12.851,12.77,12.612,12.493,12.233,12.12,11.394,10.829,10.579,10.165,9.348,8.522,7.678,6.812,5.741
11,5.402,6.152,6.404,6.787,7.099,7.109,7.963,8.093,8.33,8.831,9.541,9.74,9.927,10.345,10.615,11.161,11.527,11.624,11.635,12.236,12.364,12.504,12.716,13.045,13.117,13.361,13.247,13.241,13.223,13.204,13.345,13.593,13.702,14.122,13.866,13.627,13.362,13.329,12.722,12.908,12.734,12.207,12.018,11.417,10.496,10.149,9.474,8.743,7.558,6.883,5.902
